age,workclass,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,wage
52,4,14,2,9,0,1,15024,0,60,37,1
48,3,13,2,3,0,1,0,0,45,37,1
25,3,9,4,3,3,0,0,0,40,37,0
34,6,10,5,3,3,0,0,0,40,37,0
18,3,7,4,7,3,0,0,0,20,37,0
24,3,9,4,13,1,0,0,0,50,37,0
32,3,7,4,13,3,1,0,0,40,37,0
44,3,10,6,11,1,0,0,0,25,37,0
46,3,11,0,2,4,1,0,0,40,37,0
20,3,10,4,0,3,0,0,0,10,37,0
44,3,13,2,3,0,1,15024,0,50,37,1
46,3,15,2,9,0,1,0,0,40,37,1
28,3,9,5,11,4,0,0,0,40,37,0
50,1,9,2,0,0,1,0,0,40,37,0
55,3,5,4,2,3,0,0,0,45,37,0
54,6,16,2,3,0,1,0,1902,50,37,1
37,5,9,2,9,0,1,3137,0,30,37,0
51,4,9,0,10,1,1,0,0,81,37,0
25,3,7,2,2,0,1,0,0,50,37,0
37,3,10,0,0,1,0,0,0,37,37,0
50,3,13,2,11,0,1,99999,0,60,37,1
30,3,16,2,9,0,1,5178,0,75,37,1
46,3,10,2,11,0,1,0,0,60,37,1
37,5,13,2,11,0,1,0,0,20,1,1
60,1,13,2,10,0,1,7298,0,48,37,1
19,3,9,4,7,3,0,0,0,30,37,0
51,3,13,0,0,1,0,0,0,40,37,0
50,3,13,2,3,0,1,0,0,50,37,1
50,3,9,2,2,0,1,0,0,40,37,1
53,3,9,2,3,0,1,0,0,45,37,0
19,3,10,4,7,3,0,0,0,15,37,0
34,3,10,2,9,0,1,0,0,50,37,0
40,1,9,4,0,3,0,0,0,40,37,0
48,3,14,2,3,0,1,0,0,45,37,0
32,3,14,4,3,1,0,13550,0,60,37,1
48,1,10,2,10,0,1,0,0,42,37,1
37,5,9,4,4,3,1,0,0,85,37,0
60,3,9,2,9,0,1,0,0,40,37,1
36,0,13,2,3,0,1,0,0,45,37,0
55,6,9,2,4,0,1,0,0,40,37,1
38,6,13,4,3,1,0,0,0,40,37,0
37,5,9,2,3,0,1,0,0,40,37,0
17,3,7,4,0,3,0,0,0,32,37,0
34,3,13,4,3,1,0,0,0,40,37,0
28,3,8,2,0,5,0,0,0,20,10,0
20,3,9,3,11,1,0,0,0,35,37,0
31,3,14,2,11,0,1,0,0,40,37,1
46,1,7,2,13,0,1,0,0,30,37,0
32,3,14,4,0,1,0,0,0,40,37,0
23,3,13,4,3,3,1,0,0,28,37,0
22,3,10,4,0,3,0,0,0,40,18,0
65,3,9,5,10,1,1,991,0,20,37,0
22,3,9,4,13,3,1,0,0,40,37,0
25,3,7,4,2,3,1,0,0,40,37,0
24,3,9,4,7,3,1,0,0,35,37,0
39,3,10,0,11,3,1,0,1380,70,37,0
25,5,9,4,9,1,1,0,0,40,37,0
50,3,10,2,11,0,1,0,0,60,37,0
36,3,10,2,3,0,1,0,0,55,37,1
90,3,10,4,0,3,1,0,0,10,33,0
64,1,9,6,3,1,1,0,0,40,37,0
35,3,9,0,3,1,1,0,0,50,37,0
54,5,12,2,11,0,1,0,0,50,37,1
24,3,13,2,12,0,1,0,0,50,37,0
46,5,15,2,9,0,1,0,1902,45,37,1
35,3,13,0,0,4,0,0,0,16,37,0
35,3,9,0,2,4,1,0,0,40,37,0
32,3,9,2,10,0,1,0,0,40,37,0
45,3,10,2,2,0,1,0,0,55,37,1
20,3,9,4,11,2,1,0,0,60,37,0
46,3,10,2,3,0,1,0,0,60,37,1
27,3,11,0,6,1,1,0,0,40,37,0
21,3,10,4,11,3,0,0,0,55,37,0
54,3,4,2,2,0,1,0,0,40,37,0
36,5,9,2,9,5,0,3137,0,40,37,0
20,3,10,4,5,3,0,0,0,45,37,0
26,3,10,4,0,1,1,0,0,30,37,0
20,3,10,4,0,1,0,0,0,35,37,0
39,3,9,2,2,0,1,0,0,40,37,0
43,3,9,4,11,1,0,0,0,44,37,0
32,3,9,4,11,1,0,0,0,50,37,0
24,3,13,4,3,3,1,0,0,40,37,0
21,3,10,4,7,3,0,0,0,9,37,0
42,3,13,2,9,0,1,0,0,90,37,0
59,3,9,0,2,1,1,0,0,38,37,1
55,3,9,2,11,5,0,2885,0,40,37,0
21,3,9,4,7,3,0,0,0,40,37,0
32,3,9,4,6,1,0,0,0,40,37,0
48,3,13,2,3,0,1,0,0,55,37,1
29,6,14,2,9,5,0,0,0,45,37,1
22,3,11,4,11,3,1,0,0,40,37,0
26,3,13,4,13,3,1,0,0,20,37,0
49,1,9,2,2,0,1,0,0,40,37,0
31,3,14,2,9,0,1,0,0,6,33,0
41,3,10,2,11,0,1,0,0,50,37,1
42,1,4,0,7,1,1,0,0,40,37,0
39,3,13,2,7,5,0,0,0,6,37,1
29,3,15,4,9,3,1,0,0,50,37,0
41,1,13,2,9,5,0,0,1740,20,37,0
40,3,9,2,0,5,0,0,0,35,37,1
23,0,9,4,9,1,1,0,0,40,37,0
25,3,5,4,6,2,1,0,0,48,24,0
55,3,6,4,13,1,1,0,0,60,37,0
36,5,9,2,2,0,1,0,0,40,37,0
45,0,10,6,12,1,0,0,0,45,37,1
39,3,13,2,0,0,1,0,0,45,37,1
20,3,10,4,11,3,0,0,0,30,37,0
32,3,13,2,3,5,0,0,0,40,37,1
42,6,10,0,0,4,0,0,0,40,37,0
17,3,7,4,7,3,1,0,0,15,37,0
48,5,10,2,3,0,1,0,0,40,37,1
20,3,9,4,0,3,0,0,0,10,37,0
67,5,9,6,7,1,0,0,0,20,37,0
36,5,13,0,7,4,1,0,0,45,37,1
34,5,10,2,3,0,1,0,0,30,37,0
23,1,13,4,9,1,0,0,1092,40,37,0
76,3,4,6,10,1,1,0,0,30,37,0
78,4,13,2,3,0,1,9386,0,45,37,1
27,3,14,4,9,1,0,0,1504,45,37,0
28,1,13,4,9,1,1,0,0,52,37,0
26,3,9,4,2,2,1,0,0,40,37,0
37,3,9,4,2,4,1,0,0,40,37,0
26,3,10,4,5,3,1,0,0,40,37,0
58,3,4,0,6,3,1,0,0,40,37,0
57,3,10,2,2,0,1,0,0,40,29,0
30,3,9,2,2,0,1,0,0,40,37,0
60,3,13,0,3,1,0,0,0,40,16,1
20,3,10,4,9,1,1,0,0,35,37,0
32,3,9,4,7,3,0,0,0,40,37,0
28,3,9,2,2,0,1,0,0,35,37,0
84,3,9,6,7,1,0,0,0,13,37,0
31,3,11,4,0,1,0,0,0,40,37,0
38,3,9,2,2,0,1,0,0,40,37,0
44,1,11,2,2,0,1,7688,0,40,37,1
44,3,9,2,0,5,0,0,0,30,37,0
52,5,10,2,3,0,1,0,0,95,37,1
40,3,5,2,5,0,1,0,0,40,37,0
21,3,10,4,2,1,1,0,0,40,37,0
48,3,13,2,2,0,1,0,0,45,37,1
38,3,13,2,3,0,1,5178,0,40,37,1
33,3,11,2,0,5,0,0,0,40,37,0
51,3,7,2,6,0,1,0,0,40,28,0
34,4,9,2,0,0,1,0,0,45,37,0
26,3,9,4,11,1,0,0,0,50,37,0
25,3,12,4,3,2,1,0,0,45,37,0
26,3,9,4,13,3,1,0,0,40,37,0
33,3,10,4,12,1,1,0,0,40,28,0
45,3,9,6,0,4,0,0,0,35,37,0
50,3,13,0,3,1,1,0,0,55,37,1
48,3,10,4,2,1,0,0,0,40,37,0
29,3,13,4,3,1,1,0,0,50,37,1
25,3,9,2,2,0,1,0,0,40,37,1
21,3,5,4,7,3,0,0,0,50,24,0
38,3,13,2,12,0,1,0,0,45,37,1
42,4,14,0,3,4,1,0,2201,60,17,1
19,6,9,4,0,1,0,0,0,20,37,0
41,3,13,2,11,0,1,0,0,40,37,1
44,1,14,2,9,5,0,0,0,40,37,0
37,3,9,4,12,1,0,14084,0,35,37,1
34,6,13,4,9,1,1,0,0,45,37,0
31,6,10,4,2,1,1,0,0,40,37,0
38,5,12,2,13,0,1,0,0,40,37,0
36,3,5,2,6,0,1,0,0,40,37,0
25,3,7,4,7,1,1,0,0,99,37,0
47,3,9,2,11,0,1,0,0,50,37,1
18,3,10,4,7,3,0,0,0,30,37,0
24,3,12,4,5,3,1,0,0,30,37,0
61,3,14,2,9,0,1,0,0,40,37,1
44,3,13,0,11,4,1,0,0,44,37,1
30,5,10,4,2,3,1,0,0,8,37,0
48,4,10,2,11,0,1,0,0,38,37,1
39,1,9,2,10,0,1,0,0,56,37,0
25,3,13,2,3,0,1,0,0,43,37,0
39,1,10,4,10,1,0,0,0,40,37,1
24,3,9,4,2,3,1,0,0,40,37,0
48,3,9,2,2,0,1,0,0,40,37,0
51,3,10,2,5,0,1,0,0,50,37,0
59,3,14,6,9,1,0,0,0,40,37,0
41,3,13,2,9,0,1,0,0,40,37,1
24,5,9,4,7,3,1,0,0,30,37,0
63,3,9,2,11,0,1,0,0,35,37,0
50,5,13,2,3,0,1,0,0,35,37,0
25,3,9,4,2,2,1,0,0,40,37,0
22,3,10,4,0,3,0,0,0,40,37,0
20,3,9,2,11,3,1,0,0,40,37,0
33,3,9,2,6,0,1,0,0,84,37,1
45,3,9,2,2,0,1,0,0,46,37,0
55,3,9,0,0,4,1,0,0,25,37,0
18,3,7,4,7,3,0,0,0,15,37,0
49,5,9,2,2,0,1,0,0,60,37,0
46,3,9,0,3,1,1,0,0,44,37,0
34,3,9,0,2,1,1,0,0,40,37,0
18,3,6,4,7,3,0,0,0,20,37,0
59,3,9,6,8,1,0,0,0,40,37,0
28,3,10,0,7,1,0,0,0,30,37,0
39,6,10,2,10,0,1,0,0,40,37,0
30,0,5,2,12,0,1,0,0,40,37,0
61,3,9,0,11,4,0,0,2754,25,37,0
25,4,12,4,11,1,1,0,0,60,37,0
25,3,13,4,11,1,0,0,0,40,37,0
28,3,10,4,2,3,1,0,0,40,37,0
58,3,16,2,9,0,1,0,0,50,37,1
52,3,9,5,2,1,1,0,0,40,37,0
64,5,9,2,2,0,1,2635,0,24,20,0
33,3,11,4,3,1,1,0,0,55,37,1
62,5,9,2,11,5,0,0,0,48,37,0
25,3,6,4,4,4,1,0,0,40,37,0
20,3,9,4,13,2,1,0,0,40,37,0
20,3,6,3,5,1,1,0,0,40,37,0
42,3,10,2,3,0,1,7298,0,52,37,1
42,1,13,2,0,0,1,0,0,45,37,1
45,1,12,2,5,0,1,0,0,40,37,0
32,3,9,0,11,1,1,0,0,50,37,0
40,3,9,0,5,1,0,0,0,48,37,0
49,3,10,2,9,0,1,0,0,40,37,1
24,5,9,4,11,1,1,0,0,40,37,0
21,3,9,4,2,3,1,0,0,40,37,0
29,3,9,4,7,3,0,0,0,35,37,0
33,3,6,5,5,1,1,0,0,40,37,0
18,3,10,4,7,3,0,0,0,25,37,0
55,0,13,2,9,0,1,0,0,40,37,1
41,3,9,2,11,0,1,2829,0,40,37,0
39,1,14,2,9,0,1,0,0,45,37,1
24,3,13,4,11,1,0,0,0,40,37,0
57,3,4,6,11,2,0,0,1602,3,37,0
17,3,6,4,7,3,1,0,0,25,37,0
60,5,7,2,4,0,1,0,0,35,37,0
64,3,10,2,3,0,1,0,0,40,37,0
21,3,9,4,7,3,1,0,0,40,37,0
35,5,9,2,2,2,1,0,0,35,19,0
54,3,9,4,9,1,1,0,0,40,37,0
51,3,9,6,9,4,0,0,0,40,37,0
19,3,9,4,7,4,1,0,0,40,37,0
21,3,10,4,7,3,0,0,0,30,37,0
22,3,10,4,7,3,0,0,0,24,37,0
58,4,11,0,11,1,1,2202,0,56,37,0
51,3,5,2,2,0,1,0,0,40,37,0
34,3,13,4,11,1,1,0,0,38,37,0
47,5,9,2,4,0,1,2829,0,65,37,0
49,3,9,4,2,1,1,0,0,40,37,0
23,0,9,4,1,1,1,0,0,8,37,0
28,3,6,3,2,4,1,0,0,40,24,0
43,1,13,0,9,4,0,0,0,42,37,0
50,3,9,6,11,4,0,0,0,40,37,0
36,3,13,4,3,1,1,0,0,70,37,0
45,3,11,2,9,0,1,0,0,40,37,1
40,1,14,2,9,0,1,0,0,40,37,0
44,3,13,2,11,0,1,0,0,60,37,1
47,3,14,0,12,1,1,0,0,40,37,0
24,3,7,2,11,0,1,0,0,40,37,0
52,0,9,2,0,0,1,0,0,44,37,1
25,3,9,4,7,1,1,0,0,40,37,0
52,3,9,2,5,0,1,0,0,8,28,0
25,3,13,4,12,3,0,0,0,40,37,0
45,3,13,2,3,0,1,0,0,45,37,1
38,3,11,4,2,3,1,0,0,40,37,0
39,3,10,4,2,1,1,0,0,50,37,0
34,1,9,2,7,5,0,0,1740,35,37,0
43,5,14,0,9,1,0,0,0,20,37,0
31,1,13,4,9,2,1,0,0,40,37,0
18,3,10,4,11,3,0,0,0,20,37,0
35,3,9,0,2,3,1,0,0,20,37,0
22,3,9,4,2,3,1,0,0,40,37,0
21,3,12,4,0,1,0,0,0,25,37,0
56,0,10,0,0,1,0,0,0,40,37,0
29,3,10,2,0,5,0,0,0,40,37,0
36,3,9,4,6,4,0,0,0,40,37,0
26,3,9,4,0,4,0,0,0,35,37,0
26,3,9,4,0,3,1,0,0,80,37,1
52,3,3,4,5,1,1,0,0,50,37,0
22,3,10,4,12,3,1,0,0,40,37,0
37,3,13,4,11,1,0,0,0,40,37,0
22,3,10,2,2,0,1,2407,0,40,37,0
47,6,16,2,9,0,1,0,0,45,37,0
72,3,9,2,5,0,1,0,0,20,37,0
65,3,11,2,13,0,1,0,0,20,37,0
51,1,14,2,9,0,1,0,0,45,37,0
30,1,9,4,10,1,1,0,0,40,37,0
44,3,10,0,0,3,1,14344,0,40,37,1
51,3,8,0,13,4,1,0,0,50,37,0
45,4,3,2,2,0,1,0,0,40,24,1
50,0,13,0,9,4,0,0,0,40,37,0
40,1,11,4,3,4,0,0,0,40,37,0
61,5,9,2,2,0,1,0,0,52,37,1
32,3,9,0,6,4,1,0,0,40,37,0
40,3,9,2,3,0,1,0,0,40,37,1
28,3,6,2,13,0,1,0,0,40,37,0
35,0,5,2,4,0,1,0,0,40,37,0
18,3,7,4,7,3,0,0,0,20,37,0
36,3,14,2,9,0,1,0,0,60,37,1
67,3,9,2,10,0,1,0,0,24,37,0
58,3,7,0,7,1,1,0,0,15,37,0
33,1,11,2,10,0,1,0,0,48,37,1
21,3,9,0,11,2,0,0,0,40,37,0
26,3,13,4,9,1,0,0,0,40,37,0
44,3,13,2,3,0,1,0,0,40,37,1
66,3,4,6,7,1,0,0,0,10,37,0
40,3,10,0,11,1,1,0,0,40,37,0
61,3,13,0,9,1,0,0,0,40,37,0
42,3,14,2,3,0,1,0,0,40,37,1
41,3,10,0,3,1,0,0,0,40,37,0
45,0,13,2,3,0,1,0,0,50,37,1
30,3,9,1,0,0,1,0,0,60,37,0
27,3,3,4,11,3,0,0,0,20,38,0
25,5,9,2,4,0,1,0,0,30,37,0
28,3,9,4,0,3,0,0,0,40,37,0
29,3,9,4,5,1,1,0,0,40,37,0
58,3,10,0,0,4,0,0,0,46,37,0
37,1,14,2,9,5,0,0,0,45,37,1
52,5,13,2,11,0,1,15024,0,55,37,1
43,3,10,0,0,1,0,0,0,40,37,0
37,3,11,4,11,4,0,0,0,6,37,0
55,3,4,0,6,4,0,0,0,40,37,0
41,3,9,2,2,0,1,0,1485,44,37,1
40,3,6,2,6,0,1,0,0,40,37,1
35,3,3,4,4,4,1,0,0,36,37,0
18,3,8,4,0,3,0,0,0,30,37,0
22,3,9,4,9,3,1,0,0,40,37,0
57,1,10,0,3,4,0,0,0,35,37,0
45,0,9,0,12,1,0,4865,0,40,37,0
52,5,9,2,4,0,1,0,0,70,37,0
60,3,4,0,7,1,1,0,0,40,37,0
54,3,9,0,11,4,0,0,0,35,37,0
38,3,14,4,0,1,0,0,0,50,20,1
28,3,9,2,13,0,1,0,1740,40,37,0
32,3,5,2,4,0,1,0,0,40,37,0
29,3,10,4,0,1,0,0,0,40,37,0
49,3,9,2,0,0,1,0,0,40,37,0
51,3,13,4,9,1,1,0,0,35,37,0
31,3,10,4,0,4,0,0,0,40,37,0
41,5,9,2,3,0,1,0,0,40,37,1
42,6,13,2,3,0,1,0,0,48,37,1
24,3,9,4,0,2,1,0,0,40,21,0
37,3,13,2,3,5,0,0,0,37,37,1
45,1,13,0,10,1,1,0,0,40,37,1
40,1,13,4,9,4,0,0,0,45,37,0
34,4,9,4,4,3,1,0,0,55,37,0
20,3,10,4,7,3,0,0,0,30,37,0
37,3,13,4,0,1,0,0,0,40,37,0
23,3,7,4,0,4,1,0,0,35,37,0
36,3,9,2,2,0,1,0,0,40,37,0
47,4,10,2,2,0,1,0,0,40,37,0
44,6,14,2,9,0,1,0,0,40,37,1
38,5,9,2,13,0,1,0,0,40,37,1
34,3,9,2,6,0,1,0,0,40,37,0
20,3,10,4,11,1,1,0,0,30,37,0
35,3,10,2,5,0,1,0,0,40,37,0
26,3,10,2,13,0,1,0,0,52,37,1
25,3,10,4,13,3,1,0,0,40,37,0
50,1,14,0,9,1,0,2202,0,30,37,0
55,3,9,0,11,1,0,0,0,40,37,0
28,3,9,4,7,1,1,0,0,60,37,0
23,3,13,4,11,1,1,0,0,25,37,0
49,3,10,2,7,0,1,0,0,32,37,0
52,3,9,2,6,0,1,0,2051,38,37,0
41,3,13,2,4,0,1,0,0,40,37,0
25,3,9,4,7,4,0,0,0,22,37,0
22,3,9,4,0,1,0,0,0,39,37,0
19,3,10,4,2,3,0,594,0,10,37,0
59,3,10,2,13,0,1,3103,0,35,37,1
26,3,4,4,2,1,1,0,0,40,24,0
59,3,9,6,3,4,0,0,0,50,37,0
43,3,9,2,13,0,1,0,0,70,37,1
18,3,8,4,7,1,1,0,0,25,37,0
33,3,9,2,3,0,1,7298,0,45,37,1
31,3,9,2,7,5,0,0,0,30,24,0
18,3,9,4,6,1,0,0,0,30,37,0
47,3,10,2,0,5,0,0,0,40,37,0
43,3,10,2,2,0,1,0,0,45,37,1
27,4,9,4,2,2,1,0,0,50,24,0
25,3,9,4,7,1,1,0,0,40,37,0
42,4,15,2,9,0,1,0,2415,60,37,1
55,3,9,0,8,1,0,0,0,40,9,0
28,3,3,4,2,1,1,0,0,40,3,0
28,3,13,3,12,4,0,0,0,40,37,0
42,3,13,2,9,0,1,0,0,45,37,1
20,3,10,4,5,3,1,0,0,40,37,0
58,3,5,4,5,3,1,0,0,40,7,0
25,3,9,4,7,3,0,114,0,40,37,0
35,3,14,2,11,0,1,0,0,40,37,1
40,3,9,4,5,1,1,0,0,40,37,0
21,3,10,4,0,1,0,0,0,38,37,0
18,3,10,4,11,3,1,0,0,35,37,0
62,1,5,0,10,1,1,0,0,24,37,0
70,3,4,6,7,1,0,0,0,35,37,0
33,5,7,0,5,1,1,0,0,7,37,0
21,3,9,4,5,1,0,0,0,40,37,0
34,6,13,2,0,0,1,0,0,20,20,0
33,3,10,0,11,1,0,0,0,25,37,0
31,3,9,2,2,0,1,0,0,40,37,0
39,1,7,2,7,0,1,0,0,40,37,0
31,3,9,4,4,3,0,0,0,40,37,0
21,3,4,4,2,3,1,0,0,40,37,0
50,3,6,5,0,4,0,0,0,40,37,0
52,3,9,2,7,5,0,0,0,25,37,0
47,3,4,2,2,0,1,0,0,40,37,0
51,3,10,2,12,5,0,0,0,40,37,1
50,4,14,2,11,0,1,0,0,55,37,0
27,3,9,2,11,0,1,0,0,45,37,0
61,4,10,6,11,1,0,0,0,20,37,0
34,3,9,2,13,0,1,0,0,40,37,1
65,3,4,2,6,0,1,0,0,40,37,0
61,1,10,2,0,0,1,0,0,35,37,0
51,3,13,2,9,0,1,0,0,50,37,1
50,3,13,0,7,1,1,0,0,40,37,0
33,3,12,4,11,1,1,0,0,36,37,0
24,3,13,4,3,3,1,0,0,40,37,0
22,3,10,4,11,2,0,0,0,18,37,0
35,3,10,2,7,5,0,0,0,40,37,1
35,3,9,2,7,2,0,0,0,25,37,0
32,3,13,4,9,3,1,0,0,40,37,0
62,3,9,6,0,1,0,0,0,32,37,0
24,4,10,4,13,3,1,0,0,40,37,0
34,3,9,4,0,1,0,0,0,40,37,0
41,5,13,5,2,1,1,0,0,35,37,0
48,3,14,2,9,0,1,0,1902,40,37,1
31,5,11,2,4,0,1,0,0,60,37,1
30,3,6,0,7,4,0,0,0,40,37,0
36,3,12,2,12,5,0,0,0,21,13,0
26,3,14,4,9,1,0,0,1669,40,37,0
36,3,11,2,3,5,0,0,0,50,37,1
49,3,9,0,11,1,0,0,0,32,37,0
45,3,9,2,2,0,1,0,0,50,37,1
45,3,10,2,13,0,1,0,0,48,37,0
25,3,9,4,0,4,0,0,0,40,37,0
47,3,13,2,4,0,1,0,0,65,37,0
33,3,6,4,7,3,0,0,0,25,37,0
51,1,1,2,7,0,1,0,0,40,37,0
18,3,7,4,11,3,1,0,0,20,37,0
61,5,9,2,4,0,1,0,0,60,37,0
55,3,5,2,2,0,1,0,0,48,37,0
49,3,14,2,3,0,1,0,0,65,37,1
38,3,14,2,9,0,1,0,0,35,37,1
34,3,5,2,2,0,1,0,0,40,37,0
31,3,10,4,10,1,1,0,0,40,37,0
52,3,11,2,3,0,1,0,0,40,37,0
59,0,14,4,9,1,0,0,0,40,37,1
41,3,13,2,12,0,1,0,1902,42,37,1
35,5,3,2,7,5,0,0,0,15,24,0
26,3,12,4,0,1,0,0,0,8,37,0
21,3,10,4,9,3,0,1055,0,32,37,0
23,3,12,2,5,0,1,0,0,25,37,0
82,3,11,6,7,1,0,0,0,8,37,0
28,3,9,4,7,3,1,0,0,30,37,0
53,4,16,2,9,0,1,0,0,40,37,1
25,3,13,4,13,3,1,0,0,60,37,0
71,3,9,6,11,4,0,0,0,20,37,0
46,3,13,2,3,0,1,0,0,40,37,1
33,5,13,2,11,3,1,0,0,20,37,0
37,3,13,2,3,5,0,7688,0,45,37,1
38,6,10,2,3,5,0,0,0,40,36,0
33,3,11,4,9,4,0,0,0,26,37,0
32,3,11,2,12,5,0,0,0,24,37,1
57,3,9,2,12,0,1,0,1887,40,36,1
46,0,11,0,2,1,0,0,0,60,37,0
44,3,11,0,3,1,1,8614,0,40,37,1
18,3,10,4,11,3,0,0,0,30,37,0
45,3,9,0,12,1,0,0,0,50,37,1
18,3,7,4,5,3,1,0,0,30,37,0
33,3,10,4,6,1,1,0,0,40,37,0
49,4,13,2,0,0,1,0,0,40,37,1
22,3,10,4,0,3,0,0,0,40,37,0
39,3,9,2,4,0,1,0,0,24,37,0
60,5,10,2,2,0,1,0,0,24,37,0
75,3,13,6,7,1,0,0,0,6,37,0
41,3,9,0,5,4,1,0,0,55,37,0
33,5,9,4,3,1,1,0,0,55,9,0
19,3,9,4,6,1,1,0,0,40,37,0
40,3,9,2,3,0,1,0,0,40,37,1
33,3,10,4,7,1,1,0,0,32,37,0
20,3,10,4,12,1,0,0,0,10,37,0
56,5,13,2,3,0,1,0,0,20,37,1
41,1,12,4,3,1,1,0,0,40,37,0
40,3,12,0,11,4,0,0,0,40,37,0
34,3,9,4,7,4,0,0,0,40,37,0
65,3,9,2,3,0,1,0,0,40,37,0
60,3,13,2,3,0,1,0,0,8,37,1
53,3,10,2,3,0,1,0,0,60,37,1
22,3,3,4,5,1,1,0,0,40,24,0
32,5,16,2,3,0,1,0,0,40,37,0
51,3,13,0,3,1,1,14084,0,50,37,1
36,3,9,2,2,0,1,0,0,45,37,0
53,3,10,2,11,0,1,0,0,60,37,1
43,3,13,0,3,1,1,0,1564,45,37,1
46,6,11,0,0,4,0,0,0,38,37,0
53,5,4,2,12,0,1,0,0,99,37,0
32,3,3,3,2,2,1,0,0,40,7,0
35,3,9,2,6,0,1,2885,0,40,37,0
45,3,7,2,7,5,0,0,0,32,37,0
49,3,10,2,2,0,1,0,0,50,1,0
36,3,12,2,12,0,1,0,0,55,37,0
39,3,7,2,13,0,1,0,0,40,37,0
35,3,13,0,11,1,1,0,0,40,37,0
46,1,13,2,10,0,1,0,0,40,37,1
37,5,13,4,10,1,1,0,0,55,37,1
28,3,10,2,11,0,1,0,0,40,37,0
32,3,13,4,9,1,1,0,0,45,37,1
29,3,11,2,6,0,1,0,0,40,37,0
25,3,10,4,3,3,1,0,0,40,37,0
60,3,6,2,6,0,1,0,0,40,37,0
24,3,10,4,6,3,1,0,0,14,37,0
42,3,14,0,12,4,0,4687,0,35,37,1
25,3,12,4,5,3,1,0,0,26,37,0
34,3,9,0,2,1,0,0,0,40,37,0
27,3,13,4,3,3,0,0,0,99,37,0
41,3,5,2,7,0,1,0,0,55,26,0
55,1,14,2,9,0,1,0,0,40,37,1
32,3,10,2,5,0,1,0,0,50,1,1
33,3,9,2,2,0,1,3411,0,40,37,0
57,3,9,0,2,1,1,0,0,40,37,0
32,3,9,4,5,1,0,0,0,35,37,0
35,3,9,0,2,4,1,0,0,40,37,0
38,3,9,0,7,1,0,0,0,75,37,0
32,3,9,0,2,1,1,0,0,40,37,0
46,3,15,2,9,0,1,99999,0,50,37,1
47,3,9,2,11,3,0,0,0,38,37,1
24,3,13,4,7,3,0,0,0,40,37,0
33,4,14,2,2,0,1,0,0,40,37,0
37,3,9,2,3,0,1,0,1902,55,37,1
40,3,9,2,7,0,1,0,0,30,37,0
30,3,13,4,11,1,0,0,0,40,24,0
38,3,9,2,11,0,1,3464,0,40,3,0
39,3,9,2,5,0,1,0,0,40,37,0
19,3,10,4,11,3,0,0,0,20,37,0
35,3,9,2,2,0,1,0,0,40,37,0
39,4,9,2,3,0,1,3103,0,60,37,1
33,3,9,4,2,1,1,0,0,40,37,0
57,5,9,6,2,1,1,0,0,55,37,1
49,3,13,2,3,0,1,0,0,40,37,0
42,6,10,5,12,4,0,0,0,40,37,0
42,5,9,2,4,0,1,0,0,60,37,0
36,5,9,2,2,0,1,0,0,47,37,0
34,3,10,4,3,1,1,0,0,45,37,0
54,5,9,2,11,0,1,0,0,40,37,0
19,3,9,4,7,1,1,0,0,30,37,0
18,3,10,4,7,3,0,0,0,24,37,0
59,3,13,2,3,0,1,0,0,60,37,1
29,3,9,4,5,1,1,0,1408,40,37,0
18,3,9,4,5,3,1,2176,0,25,37,0
39,3,10,0,11,4,0,0,0,40,37,0
43,3,14,4,3,1,0,0,0,25,37,0
30,3,10,4,6,1,1,0,0,40,37,0
70,3,13,2,3,0,1,0,0,6,37,0
59,0,6,0,7,1,0,0,0,37,37,0
54,3,10,2,13,0,1,15024,0,60,37,1
29,1,10,2,10,0,1,0,1485,40,37,1
31,3,9,2,7,5,0,0,0,35,37,0
41,3,9,0,0,4,0,0,0,40,37,0
40,3,8,2,9,0,1,0,0,40,4,1
28,3,10,2,5,0,1,0,0,40,37,1
47,3,9,3,11,4,0,0,0,20,4,0
43,0,14,2,9,0,1,0,0,40,37,1
44,4,10,4,3,1,1,2202,0,45,37,0
26,3,13,2,0,0,1,0,2002,40,37,0
56,3,6,0,2,1,1,0,0,56,37,0
25,3,13,4,11,3,0,0,0,40,37,0
59,5,9,2,4,0,1,0,0,70,37,0
52,3,10,2,3,0,1,0,0,40,37,0
36,3,13,2,3,0,1,0,0,50,37,1
51,5,9,2,2,0,1,0,0,70,37,0
30,1,9,4,10,3,0,0,0,40,37,0
33,3,10,0,3,4,0,0,0,40,37,0
38,3,13,2,3,0,1,0,1848,54,37,1
23,3,10,2,2,2,1,0,0,40,7,0
43,3,9,2,2,0,1,0,0,40,37,1
51,3,9,0,2,3,1,0,0,40,37,0
38,0,9,2,0,0,1,0,0,45,37,0
19,3,10,4,4,3,1,0,0,45,37,0
36,3,9,2,2,0,1,0,0,40,37,0
23,3,9,4,0,1,0,0,0,50,37,0
46,6,15,2,3,0,1,15024,0,40,37,1
29,3,14,2,3,5,0,0,0,40,37,1
31,3,9,4,2,3,1,0,0,50,8,0
31,3,9,2,6,0,1,0,0,55,37,0
58,0,13,5,9,1,1,4787,0,40,37,1
48,1,9,4,3,3,0,0,0,40,37,0
37,1,10,2,12,0,1,0,0,45,37,1
40,6,11,4,2,1,1,0,0,40,37,0
